	X.SampleID	elevation	AGE	Temperature	Precipitation3Days	INBREDS	Maize_Line
267	11116.I19A079.1197043	0.4619761630142252	0.35	1.0	0.0	0.4230769230769231	0.4
268	11116.C05A63.1194497	0.9136101499423298	0.6	0.95	0.04229607250755287	0.34615384615384615	0.0
269	11116.A05C097.1198256	0.48389081122645133	0.65	0.85375	0.021148036253776436	0.15384615384615385	0.0
270	11116.A25A067.1197747	0.48389081122645133	0.15	0.68125	0.27492447129909364	0.038461538461538464	0.2
271	11116.C30A63.1195805	0.9136101499423298	0.6	0.95	0.04229607250755287	0.34615384615384615	0.0
272	11116.L26A082.1197141	1.0	0.4	0.915	0.027190332326283987	0.9615384615384616	0.6
273	11116.L13A068.1195003	1.0	0.15	0.68125	0.27492447129909364	0.6923076923076923	0.0
274	11116.A03C073.1195952	0.48389081122645133	0.25	0.8462500000000001	0.021148036253776436	0.8461538461538461	0.0
275	11116.I21A091.1197157	0.4619761630142252	0.55	0.9525	0.0634441087613293	0.9230769230769231	0.4
276	11116.L05A084.1194795	1.0	0.4	0.915	0.027190332326283987	0.2692307692307692	0.6
277	11116.L16A081.1195521	1.0	0.35	1.0	0.0	0.38461538461538464	0.4
278	11116.A18C070.1194727	0.48389081122645133	0.2	0.8099999999999999	0.12084592145015106	0.6923076923076923	0.0
279	11116.I05A073.1195721	0.4619761630142252	0.25	0.8462500000000001	0.021148036253776436	0.15384615384615385	0.0
280	11116.A26B100.1194303	0.48389081122645133	0.7	0.8012499999999999	1.0	0.9615384615384616	0.6
281	11116.I15A101.1196613	0.4619761630142252	0.7	0.8012499999999999	1.0	1.0	0.4
282	11116.L31A083.1198378	1.0	0.4	0.915	0.027190332326283987	1.0	0.4
283	11116.I08A120.1194488	0.4619761630142252	1.0	0.6174999999999999	0.1903323262839879	0.8076923076923077	0.4
284	11116.L03A068.1194466	1.0	0.15	0.68125	0.27492447129909364	0.7307692307692307	0.4
285	11116.I31A098.1194107	0.4619761630142252	0.65	0.85375	0.021148036253776436	0.34615384615384615	0.0
286	11116.A20C118.1193655	0.48389081122645133	1.0	0.6174999999999999	0.1903323262839879	0.8846153846153846	1.0
287	11116.I29A077.1197259	0.4619761630142252	0.3	0.835	0.25679758308157097	0.5	0.4
288	11116.L25A079.1194278	1.0	0.35	1.0	0.0	0.038461538461538464	0.2
289	11116.A03B082.1197011	0.48389081122645133	0.4	0.915	0.027190332326283987	0.7307692307692307	0.4
290	11116.I30A085.1197727	0.4619761630142252	0.45	0.89	0.009063444108761328	0.5384615384615384	0.4
291	11116.C25A65.1197173	0.9136101499423298	0.6	0.95	0.04229607250755287	0.6153846153846154	0.4
292	11116.I13A120.1195350	0.4619761630142252	1.0	0.6174999999999999	0.1903323262839879	0.2692307692307692	0.6
293	11116.L28A063.1193929	1.0	0.05	0.8875	0.0030211480362537764	0.34615384615384615	0.0
294	11116.A14C097.1196350	0.48389081122645133	0.65	0.85375	0.021148036253776436	0.3076923076923077	0.6
295	11116.I03A118.1195197	0.4619761630142252	1.0	0.6174999999999999	0.1903323262839879	0.7692307692307693	0.0
296	11116.I21A067.1194676	0.4619761630142252	0.15	0.68125	0.27492447129909364	0.9230769230769231	0.4
297	11116.L18A075.1195144	1.0	0.25	0.8462500000000001	0.021148036253776436	0.8846153846153846	1.0
298	11116.I20A086.1195931	0.4619761630142252	0.45	0.89	0.009063444108761328	0.8846153846153846	1.0
299	11116.I09A086.1196667	0.4619761630142252	0.45	0.89	0.009063444108761328	0.11538461538461539	0.2
300	11116.I21A077.1194016	0.4619761630142252	0.3	0.835	0.25679758308157097	0.9230769230769231	0.4
301	11116.I10A118.1196783	0.4619761630142252	1.0	0.6174999999999999	0.1903323262839879	0.8461538461538461	0.0
302	11116.L30A100.1195675	1.0	0.7	0.8012499999999999	1.0	0.6538461538461539	0.4
303	11116.I27A085.1193974	0.4619761630142252	0.45	0.89	0.009063444108761328	0.46153846153846156	0.4
304	11116.A20A082.1197310	0.48389081122645133	0.4	0.915	0.027190332326283987	0.8846153846153846	1.0
305	11116.I30A097.1196163	0.4619761630142252	0.65	0.85375	0.021148036253776436	0.5384615384615384	0.4
306	11116.I31A066.1194004	0.4619761630142252	0.1	0.865	0.14199395770392748	0.34615384615384615	0.0
307	11116.A30C085.1197726	0.48389081122645133	0.45	0.89	0.009063444108761328	0.5769230769230769	0.8
308	11116.I16A089.1196999	0.4619761630142252	0.5	0.86875	0.036253776435045314	0.6538461538461539	0.4
309	11116.L13A101.1195535	1.0	0.7	0.8012499999999999	1.0	0.6923076923076923	0.0
310	11116.I29A080.1195338	0.4619761630142252	0.35	1.0	0.0	0.5	0.4
311	11116.L19A065.1197547	1.0	0.1	0.865	0.14199395770392748	0.4230769230769231	0.4
312	11116.L30A066.1195554	1.0	0.1	0.865	0.14199395770392748	0.6538461538461539	0.4
313	11116.C12A63.1195641	0.9136101499423298	0.6	0.95	0.04229607250755287	0.11538461538461539	0.2
314	11116.I01A080.1193986	0.4619761630142252	0.35	1.0	0.0	0.5769230769230769	0.8
315	11116.L26A091.1197738	1.0	0.55	0.9525	0.0634441087613293	0.9615384615384616	0.6
316	11116.L09A078.1195117	1.0	0.3	0.835	0.25679758308157097	0.8461538461538461	0.0
317	11116.U445A61.1194113	0.8557862360630526	0.6	0.95	0.04229607250755287	0.34615384615384615	0.0
318	11116.A29A097.1198462	0.48389081122645133	0.65	0.85375	0.021148036253776436	0.5	0.4
319	11116.A12B085.1198210	0.48389081122645133	0.45	0.89	0.009063444108761328	0.8076923076923077	0.4
320	11116.L25A066.1194296	1.0	0.1	0.865	0.14199395770392748	0.038461538461538464	0.2
321	11116.L06A100.1194511	1.0	0.7	0.8012499999999999	1.0	0.34615384615384615	0.0
322	11116.I19A084.1194804	0.4619761630142252	0.4	0.915	0.027190332326283987	0.4230769230769231	0.4
323	11116.A04B103.1196185	0.48389081122645133	0.75	0.93125	0.0030211480362537764	0.15384615384615385	0.0
324	11116.L31A065.1194065	1.0	0.1	0.865	0.14199395770392748	1.0	0.4
325	11116.I11A102.1196665	0.4619761630142252	0.7	0.8012499999999999	1.0	0.6153846153846154	0.4
326	11116.I19A093.1194585	0.4619761630142252	0.55	0.9525	0.0634441087613293	0.4230769230769231	0.4
327	11116.I07A118.1197752	0.4619761630142252	1.0	0.6174999999999999	0.1903323262839879	0.23076923076923078	0.4
328	11116.A33A097.1194224	0.48389081122645133	0.65	0.85375	0.021148036253776436	0.46153846153846156	0.4
329	11116.L26A089.1196178	1.0	0.5	0.86875	0.036253776435045314	0.9615384615384616	0.6
330	11116.A30C103.1194540	0.48389081122645133	0.75	0.93125	0.0030211480362537764	0.5384615384615384	0.4
331	11116.I01A119.1196243	0.4619761630142252	1.0	0.6174999999999999	0.1903323262839879	0.5769230769230769	0.8
332	11116.L25A092.1195212	1.0	0.55	0.9525	0.0634441087613293	0.038461538461538464	0.2
333	11116.A05A088.1196516	0.48389081122645133	0.5	0.86875	0.036253776435045314	0.15384615384615385	0.0
334	11116.L12A073.1198323	1.0	0.25	0.8462500000000001	0.021148036253776436	0.5769230769230769	0.8
335	11116.I21A074.1195716	0.4619761630142252	0.25	0.8462500000000001	0.021148036253776436	0.9230769230769231	0.4
336	11116.A22C073.1195569	0.48389081122645133	0.25	0.8462500000000001	0.021148036253776436	0.0	0.0
337	11116.I09A083.1196037	0.4619761630142252	0.4	0.915	0.027190332326283987	0.11538461538461539	0.2
338	11116.C28A62.1194887	0.9136101499423298	0.6	0.95	0.04229607250755287	0.7692307692307693	0.0
339	11116.L04A094.1196377	1.0	0.6	0.95	0.04229607250755287	0.15384615384615385	0.0
